"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","favorites","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","embedded media clicks","app opens","app installs","follows","email tweet","dial phone","video views","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted favorites","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted embedded media clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted video views"
"557547400001515520","https://twitter.com/statsforbios/status/557547400001515520","@krees Not quite right, but heard story. GPS tagging sheep and there was big jumps. Quite common in GPS so were going to be removed.","2015-01-20 14:37 +0000","50","1","0.02","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557240423002173440","https://twitter.com/statsforbios/status/557240423002173440","RT @albertocairo: Visualizing the songs of humpback whales http://t.co/tzV4YpURKT Graphics by @dealville #dataviz http://t.co/zEIAjbaLtq","2015-01-19 18:17 +0000","751","13","0.017310252996005325","2","0","2","0","3","0","1","0","5","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557184982389895168","https://twitter.com/statsforbios/status/557184982389895168","@DGKontopoulos I've been using GEdit for year and love it. Have embedded terminal and R. Just though I'd ""experiment"". Never again.","2015-01-19 14:37 +0000","33","1","0.030303030303030304","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557184849518526464","https://twitter.com/statsforbios/status/557184849518526464","@JoergSteinkamp Ah that does sort of make sense. And there IS a tutorial immediately on opening. But man that was a confusing half hour.","2015-01-19 14:36 +0000","45","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557184423356289024","https://twitter.com/statsforbios/status/557184423356289024","@DGKontopoulos *quit","2015-01-19 14:34 +0000","42","4","0.09523809523809523","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557184394260398080","https://twitter.com/statsforbios/status/557184394260398080","@DGKontopoulos That was after just not letting me quite (I guess because I had the terminal thing open).","2015-01-19 14:34 +0000","43","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557184272390688768","https://twitter.com/statsforbios/status/557184272390688768","@DGKontopoulos I don't think I will... I've given up again. I tried to close it and it gave me like 6 options!","2015-01-19 14:34 +0000","52","4","0.07692307692307693","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557183101471059969","https://twitter.com/statsforbios/status/557183101471059969","@DGKontopoulos and C-x u? I feel like... I dunno. It's like watching my granny use her ipad.","2015-01-19 14:29 +0000","53","3","0.05660377358490566","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557182299603996672","https://twitter.com/statsforbios/status/557182299603996672","@JoergSteinkamp It's a weird way of writing ctrl + shift + - . I dunno. I'm being thick but still.","2015-01-19 14:26 +0000","25","3","0.12","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557181909311422464","https://twitter.com/statsforbios/status/557181909311422464","Hhaha, the internet isn't helping with my emacs failures either. http://t.co/Hwb9tRnpqB","2015-01-19 14:24 +0000","482","26","0.05394190871369295","0","1","0","1","10","0","3","2","9","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557180563510276097","https://twitter.com/statsforbios/status/557180563510276097","Thought I'd try emacs again. How the fuck do you 'undo'? C-x u? bleahhh.","2015-01-19 14:19 +0000","449","8","0.017817371937639197","0","2","0","1","0","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557171394468134912","https://twitter.com/statsforbios/status/557171394468134912","@tomjwebb Wonder if something simpler is better. Each country gets a bar next to it to show size. Have to fiddle to fit them in...","2015-01-19 13:43 +0000","129","7","0.05426356589147287","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557170726357463041","https://twitter.com/statsforbios/status/557170726357463041","@tomjwebb And it's really hard to find distorted countries. eg is senegal big exports? Hard to tell which bit is senegal.","2015-01-19 13:40 +0000","102","3","0.029411764705882353","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557170343023222784","https://twitter.com/statsforbios/status/557170343023222784","@tomjwebb I don't have the answer of course...","2015-01-19 13:38 +0000","94","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557170146411032578","https://twitter.com/statsforbios/status/557170146411032578","@tomjwebb For example you get weird stuff like alaska being big. You then just fill the canada gap and still think canada imports.","2015-01-19 13:38 +0000","103","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557169637063151616","https://twitter.com/statsforbios/status/557169637063151616","@tomjwebb You definitely have to work through a lot of fuzz. The VERY broad pattern is shown, but any detail becomes difficult.","2015-01-19 13:36 +0000","105","2","0.01904761904761905","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557166715499712512","https://twitter.com/statsforbios/status/557166715499712512","@tomjwebb I really don't like those squidgy maps. Partially I just don't really trust the algorithm.","2015-01-19 13:24 +0000","105","3","0.02857142857142857","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557159451401400320","https://twitter.com/statsforbios/status/557159451401400320","@figshare Would be nice if the preview tool could detect the delimiter character. This is semicolon separated.","2015-01-19 12:55 +0000","206","5","0.024271844660194174","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557151225423360001","https://twitter.com/statsforbios/status/557151225423360001","@BahaNick I think that's what makes the geography useful. Can see the interesting structure. If it was just a list, that wouldn't be clear.","2015-01-19 12:22 +0000","30","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557147078284292096","https://twitter.com/statsforbios/status/557147078284292096",".@BahaNick Yeah, I make it about 34 countries basically invisible at that (fairly high) resolution.","2015-01-19 12:06 +0000","410","6","0.014634146341463415","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557145328844292096","https://twitter.com/statsforbios/status/557145328844292096","Con: If ""country"" isn't the single data point, then often the ""human"" is. These maps don't deal with population density.","2015-01-19 11:59 +0000","384","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557145168189874178","https://twitter.com/statsforbios/status/557145168189874178","Con: Many. many small countries are essentially invisible.","2015-01-19 11:58 +0000","416","2","0.004807692307692308","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557145097100595200","https://twitter.com/statsforbios/status/557145097100595200","Con: If each country is a single data point, they should have similar weighting in terms of size.","2015-01-19 11:58 +0000","362","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557144966972338176","https://twitter.com/statsforbios/status/557144966972338176","Pro: You get a quick overview and data points are geographically related which might be important.","2015-01-19 11:58 +0000","366","1","0.00273224043715847","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557144783320535040","https://twitter.com/statsforbios/status/557144783320535040","Pro: as long as the viewer knows which countries are which, the data are 'labelled' without any text. This is rare and useful. #dataviz","2015-01-19 11:57 +0000","412","1","0.0024271844660194173","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557144477253763072","https://twitter.com/statsforbios/status/557144477253763072","A huge number of virally maps are chloropleth maps like this. Thought I'd point out some pros and cons. #dataviz http://t.co/rz81Gs7gEn","2015-01-19 11:56 +0000","555","22","0.03963963963963964","0","1","1","1","8","1","5","0","5","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557133209159622656","https://twitter.com/statsforbios/status/557133209159622656","@noodlemaz Biannual and biennial. Nightmare.","2015-01-19 11:11 +0000","10","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557118800672595969","https://twitter.com/statsforbios/status/557118800672595969","@AhmedMoustafa That's the one! Cheers.","2015-01-19 10:14 +0000","26","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557116937118183424","https://twitter.com/statsforbios/status/557116937118183424","Turns out #D3 is not a useful hashtag... is there something people use?","2015-01-19 10:06 +0000","386","6","0.015544041450777202","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556960142466748417","https://twitter.com/statsforbios/status/556960142466748417","Now that I've leant ggplot2, gadfly in #Julialang looks nice. Same idea as ggplot2 but neater syntax. Draw to #D3. http://t.co/76oEmgneGA","2015-01-18 23:43 +0000","679","26","0.03829160530191458","0","0","3","1","18","0","4","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556905473652588544","https://twitter.com/statsforbios/status/556905473652588544","Currently watching: guide to web viz in Python. https://t.co/xpVPQtB69X","2015-01-18 20:06 +0000","494","2","0.004048582995951417","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556903065148993536","https://twitter.com/statsforbios/status/556903065148993536","@lee_hawthorn Robust linear regression. ?rlm Assuming you mean robust to outliers. http://t.co/VVkme88WnX","2015-01-18 19:56 +0000","18","1","0.05555555555555555","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556846888725778432","https://twitter.com/statsforbios/status/556846888725778432","@BulbousSquidge Anyway, everything is linear with perfectly normal errors, so don't worry about it.","2015-01-18 16:13 +0000","29","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556846812494303233","https://twitter.com/statsforbios/status/556846812494303233","@BulbousSquidge sorry, the discrete version works. Not the lm version I guess.","2015-01-18 16:13 +0000","24","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556846560475381760","https://twitter.com/statsforbios/status/556846560475381760","@BulbousSquidge If you're just interested in ""is there an effect"" then this works as long as you can assume it's not humped.","2015-01-18 16:12 +0000","26","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556837617405526016","https://twitter.com/statsforbios/status/556837617405526016","And then remembered that Jekyll is a complete pain in the arse. .Rmd + knitr version here. https://t.co/SniewHcxlt","2015-01-18 15:36 +0000","530","11","0.020754716981132074","1","1","0","1","6","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556837026423898112","https://twitter.com/statsforbios/status/556837026423898112","Wrote some small sims comparing ANOVA and lm and spread vs clumped data. http://t.co/RejxRcy4bD http://t.co/IYj6Ew7Nr0","2015-01-18 15:34 +0000","634","47","0.07413249211356467","2","1","6","4","12","0","8","0","14","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556585749139968000","https://twitter.com/statsforbios/status/556585749139968000","@james_gilbert I was told three months by supervisor.","2015-01-17 22:55 +0000","59","1","0.01694915254237288","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556474322554847236","https://twitter.com/statsforbios/status/556474322554847236","Nice MCMC visualisation. Sneaky sparkline type plot at the end. #dataviz #rstats http://t.co/cp8bzM0Ajh","2015-01-17 15:33 +0000","1022","58","0.05675146771037182","4","0","9","2","31","0","12","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556227698646077440","https://twitter.com/statsforbios/status/556227698646077440","@messengerflats @tpoi you can make a spreadsheet in a program that won't break your data but so it can still be opened in excel.","2015-01-16 23:13 +0000","51","2","0.0392156862745098","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556226004793180161","https://twitter.com/statsforbios/status/556226004793180161","@tomjwebb gnumeric seems pretty safe.  @tpoi","2015-01-16 23:06 +0000","102","4","0.0392156862745098","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556225741634146305","https://twitter.com/statsforbios/status/556225741634146305","""@tpoi: @tomjwebb stay away from excel at all costs?""","2015-01-16 23:05 +0000","425","5","0.011764705882352941","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556225473840418816","https://twitter.com/statsforbios/status/556225473840418816","Big ol' thread of data reusability tips. Via @tomjwebb https://t.co/4bAogeRdnc","2015-01-16 23:04 +0000","550","2","0.0036363636363636364","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556224920079048704","https://twitter.com/statsforbios/status/556224920079048704","@davidjayharris or gene sequence names. @jaimedash @tomjwebb @tpoi @larysar","2015-01-16 23:02 +0000","114","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556223683396923393","https://twitter.com/statsforbios/status/556223683396923393","""@frod_san: @CarinaDSLR Divide script in foldable sections https://t.co/HS7iyL09pR. Also try to extract functions http://t.co/M9jM3RVBp6""","2015-01-16 22:57 +0000","466","8","0.017167381974248927","0","0","1","0","3","0","4","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556109659719757825","https://twitter.com/statsforbios/status/556109659719757825","Nice vignette on #dataviz of RandomForest analyses. http://t.co/FofQB5G2lE","2015-01-16 15:24 +0000","426","13","0.03051643192488263","0","0","1","0","9","0","2","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"556071094302818304","https://twitter.com/statsforbios/status/556071094302818304","@bethlevick Bleugh. Fun game: guess the mark scheme. Y axis label and chart junk lose two marks?","2015-01-16 12:50 +0000","36","2","0.05555555555555555","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555779435665059840","https://twitter.com/statsforbios/status/555779435665059840","@riannone Hellooo there. Nice looking package but haven't used it yet. Will see if I can get some knitr, bibtex, diagrammed working together","2015-01-15 17:31 +0000","59","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555773718744403969","https://twitter.com/statsforbios/status/555773718744403969","If you missed the tree blog t'other day.

library(ggplot2)
library(ggdendro)

tree &lt;- hclust(dist(mtcars))
ggdendrogram(tree)","2015-01-15 17:09 +0000","190","5","0.02631578947368421","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555745260123353090","https://twitter.com/statsforbios/status/555745260123353090","diagrammeR: Package for flow charts etc. in #Rstats. Syntax looks easy and clean. https://t.co/U79QZO4CSx http://t.co/vHiqO7hNN9","2015-01-15 15:16 +0000","2552","167","0.06543887147335423","16","2","28","9","24","1","42","0","42","0","0","0","3","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555488606266355713","https://twitter.com/statsforbios/status/555488606266355713","Interesting @mbeisen AMA with some pretty critical Qs. ht @iddux http://t.co/OOMTKaqXMP","2015-01-14 22:16 +0000","643","18","0.027993779160186624","1","1","1","3","6","0","6","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555421653547491328","https://twitter.com/statsforbios/status/555421653547491328","Use %+% to swap a dataset in a ggplot2 object. But names have to match.

https://t.co/p3JmtHsyY5","2015-01-14 17:50 +0000","408","6","0.014705882352941176","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555397924637913089","https://twitter.com/statsforbios/status/555397924637913089","@recology_ That's more dots than I meant to type.","2015-01-14 16:15 +0000","120","2","0.016666666666666666","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555378865753698308","https://twitter.com/statsforbios/status/555378865753698308","Do uninformative priors still conatin information? Yes. http://t.co/qmUuypYVo4","2015-01-14 15:00 +0000","370","8","0.021621621621621623","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555377294970458112","https://twitter.com/statsforbios/status/555377294970458112","@recology_ I've just posted an issue. Searches are crashing and I have no idea why.","2015-01-14 14:54 +0000","130","4","0.03076923076923077","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555348983774986240","https://twitter.com/statsforbios/status/555348983774986240","By @park_lab_UGA and others that don't seem to be on twitter.","2015-01-14 13:01 +0000","402","9","0.022388059701492536","0","0","1","1","0","0","7","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555345831596130304","https://twitter.com/statsforbios/status/555345831596130304","Fantastic reproducible science on Ebola. dl zip and read analysis and code in dryad-documentation.pdf via @datadryad http://t.co/6BhVfkLV0E","2015-01-14 12:48 +0000","606","18","0.0297029702970297","1","1","4","1","5","0","6","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555344226620559360","https://twitter.com/statsforbios/status/555344226620559360","@figshare Yes please! Let me know when it's up. Thanks!","2015-01-14 12:42 +0000","134","1","0.007462686567164179","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555340591853477888","https://twitter.com/statsforbios/status/555340591853477888","@figshare @rOpenSci Awesome. Is the roadmap online somewhere I can have a look?","2015-01-14 12:28 +0000","156","4","0.02564102564102564","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555337789857095680","https://twitter.com/statsforbios/status/555337789857095680","Looking through @figshare again. Wish I could filter by file extension to remove the endless pdfs. Might start using rFigshare by @rOpenSci","2015-01-14 12:17 +0000","677","3","0.004431314623338257","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555332670734217216","https://twitter.com/statsforbios/status/555332670734217216","RT @southmapr: Nice post on maps with different class intervals in #rstats ggplot. Similar options in rworldmap. http://t.co/acRlEr2VwV","2015-01-14 11:56 +0000","548","8","0.014598540145985401","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555073537179140097","https://twitter.com/statsforbios/status/555073537179140097","@djjmorgan @CollabraOA Thanks. And the if the waiver fund runs out, will you just wait until enough paid pubs have come in?","2015-01-13 18:46 +0000","138","7","0.050724637681159424","0","1","0","1","0","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555063039003983873","https://twitter.com/statsforbios/status/555063039003983873","@djjmorgan @CollabraOA Is paying earnings to the waiver paying forward for YOUR next pub, or just into the pot for waivers in general?","2015-01-13 18:05 +0000","142","4","0.028169014084507043","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"555062538925527040","https://twitter.com/statsforbios/status/555062538925527040","@ItsNeuronal Especially on the web it's the most common use of bar charts. Less common in science pubs.","2015-01-13 18:03 +0000","46","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
